"","Date","Moneyness","Implied Volatility"
"1",2015082441952,0.384763370527126,1.12569505338427
"2",2015082527809,0.387997930677703,1.17799868596053
"3",2015082636313,0.395631568102205,1.13979159233233
"4",2015082636395,0.396209594875689,1.17807899396472
"5",2015082636667,0.396621373485127,1.13708380355483
"6",2015082636723,0.396694214876033,1.13688476200237
"7",2015082429224,0.409308466743687,1.20134550850638
"8",2015082430635,0.416039692545447,1.25501982364714
"9",2015082430707,0.423139381068326,1.35238724352483
"10",2015082433122,0.406100768884123,1.29403071569686
"11",2015082404145,0.415260835712432,1.12799895962865
"12",2015082425443,0.421996571277858,1.12960913963419
"13",2015082426125,0.420831141504471,1.15000273975456
"14",2015082427923,0.419892402571841,1.16809321546075
"15",2015082429220,0.422646336080303,1.1876076374833
"16",2015082429436,0.423401768584472,1.19754953707458
"17",2015082429643,0.426374013430781,1.20046530406609
"18",2015082429653,0.426191542021672,1.22151408164249
"19",2015082430620,0.429169312816305,1.23151594304276
"20",2015082430640,0.430171063905222,1.26102671525732
"21",2015082430951,0.434627384629714,1.28875749695153
"22",2015082431515,0.421391357646337,1.2867055926284
"23",2015082432246,0.42415213390588,1.27858521609285
"24",2015082432257,0.424046794946585,1.27889427744981
"25",2015082432269,0.424243681881798,1.2783166668537
"26",2015082433059,0.419277372319872,1.22048593684402
"27",2015082437886,0.419724555760283,1.02926690144173
"28",2015082438383,0.417338356217102,1.03523531758722
"29",2015082438885,0.415849625804955,1.03897368005989
"30",2015082439745,0.413996086443245,1.08022228416525
"31",2015082440907,0.412393652457871,1.04769611629279
"32",2015082443781,0.410464919286528,1.05259111319446
"33",2015082480446,0.416449765747007,1.01874449521771
"34",2015082481958,0.417405547134796,1.07946003868556
"35",2015082482535,0.418015881588964,1.10041349025984
"36",2015082531456,0.414824203840004,1.00482464182678
"37",2015082553968,0.428662263284255,0.971281208802709
"38",2015082778281,0.411469718400411,1.09128724577661
"39",2015082153550,0.41679384492322,0.980834274157625
"40",2015082429688,0.441173001156016,1.21749982051566
"41",2015082440859,0.424819773429454,1.04962055184903
"42",2015082527794,0.42674253200569,1.09242073362278
"43",2015082532622,0.427404868975883,1.02689484547503
"44",2015082153394,0.429521480585809,0.948623874999886
"45",2015082430898,0.462871287128712,1.25018981101009
"46",2015082434718,0.4441337626391,1.13322230893759
"47",2015082434937,0.443503971244709,1.13491078629619
"48",2015082439672,0.439289728803193,1.0372288754695
"49",2015082440683,0.438553083094696,1.01264406839399
"50",2015082441232,0.436391090977727,0.983387974679747
"51",2015082441441,0.437554446820307,1.01510388516227
"52",2015082442332,0.436784789612033,0.982441649384732
"53",2015082450674,0.450255586259258,1.09343665275828
"54",2015082450680,0.450277630166071,1.0933791494472
"55",2015082450813,0.449602783061572,1.09514057834038
"56",2015082480594,0.44242029928432,1.06633608285713
"57",2015082533512,0.439276485788114,0.995097603313389
"58",2015082552053,0.446265340371075,1.03931299262943
"59",2015082433869,0.454788796083099,1.03525431640989
"60",2015082439601,0.451559934318556,1.00414255763195
"61",2015082456038,0.466977985323549,1.1519702646633
"62",2015082530619,0.44998905050191,1.02721917084248
"63",2015082534681,0.454834691115711,0.989220026312802
"64",2015082153407,0.45509284825581,0.886698167116051
"65",2015082401139,0.469851213782302,1.04852782454432
"66",2015082433007,0.472490550188996,1.15187421331115
"67",2015082433156,0.471696851878096,1.15402636413438
"68",2015082437838,0.472255017709563,1.00471725833648
"69",2015082440367,0.463186054895317,0.973484278150455
"70",2015082440828,0.463379106321906,0.973023052070038
"71",2015082478538,0.466926070038911,0.922900588223967
"72",2015082479921,0.468525319730438,0.943445606408563
"73",2015082482371,0.469550499428227,1.03035170482673
"74",2015082482398,0.469444609092526,1.03061496256683
"75",2015082531279,0.465723073334985,1.00669317055326
"76",2015082543263,0.467168440176486,0.957221466110606
"77",2015082153416,0.467806682049499,0.857166840434131
"78",2015082425618,0.487887537059943,1.10105725756884
"79",2015082439116,0.479215019893899,0.970074767200513
"80",2015082448975,0.482084690553746,0.926708586914961
"81",2015082482162,0.48177413496529,1.00761155562325
"82",2015082482372,0.482614217553975,1.01514127967929
"83",2015082531284,0.478842428695478,0.989491184542328
"84",2015082531290,0.478272078751707,0.990881363142351
"85",2015082543544,0.479340841567057,0.926428795758672
"86",2015082553368,0.492875663074764,0.970561716336825
"87",2015082153426,0.480463679899745,0.82853398496648
"88",2015082404185,0.492866407263294,1.17305599773187
"89",2015082425171,0.500280628330295,1.02715113728465
"90",2015082426613,0.499590978146546,1.09879789786219
"91",2015082429631,0.505152623788645,1.1396041786665
"92",2015082450801,0.502802166459861,0.998191863960629
"93",2015082451015,0.501355939928444,1.03806324832012
"94",2015082451029,0.501192106731598,0.993803080530087
"95",2015082451359,0.502792372110459,0.998215902176414
"96",2015082452707,0.501017748743393,1.02530581379818
"97",2015082452897,0.500453627557142,0.967375386920797
"98",2015082531279,0.49159657740915,0.956230633099344
"99",2015082531300,0.491224359087357,0.95711687229346
"100",2015082531739,0.491527616091062,0.93961738131079
"101",2015082543247,0.492742792698261,0.917274022448437
"102",2015082153439,0.493110778811579,0.800652551937051
"103",2015082436871,0.510300917937747,0.992119774348139
"104",2015082437370,0.511739447963661,0.97351784245403
"105",2015082438293,0.50867353593322,0.934616459179303
"106",2015082451015,0.514549517294982,1.01418803990715
"107",2015082451359,0.516023750323892,0.978167546934858
"108",2015082451587,0.517787485854098,0.942444869524977
"109",2015082451624,0.517235817236176,0.943749161866085
"110",2015082452154,0.519058524478124,1.00003444787183
"111",2015082531290,0.504124623549097,0.938682790358023
"112",2015082531344,0.504288795625931,0.938296098256465
"113",2015082153448,0.50548131298771,0.732093382109661
"114",2015082153614,0.505806234061834,0.773365672356474
"115",2015082401425,0.522534291312867,1.01814478575617
"116",2015082422404,0.519885625162464,0.943257119649886
"117",2015082425349,0.528069282689889,1.01397478897755
"118",2015082429566,0.530756217035062,1.0971901171386
"119",2015082430620,0.536461641020381,1.08216052706098
"120",2015082430891,0.545467385190073,1.17499797223729
"121",2015082435685,0.52043031369622,0.868053822306345
"122",2015082436871,0.523385556859227,0.964393376287012
"123",2015082438885,0.519812032256193,0.906325679190003
"124",2015082439509,0.51606244355567,0.891467818641197
"125",2015082450672,0.529744607917255,0.955635947211151
"126",2015082450766,0.52878037080042,0.987132296094717
"127",2015082450813,0.528944450660673,0.951056897606482
"128",2015082450821,0.528995569662104,0.957433655589556
"129",2015082450889,0.528561180956696,0.951972996859605
"130",2015082451066,0.528716323614545,0.9377395198632
"131",2015082452136,0.531872456984815,0.930293018218611
"132",2015082452154,0.53236771741346,0.99564205354484
"133",2015082463168,0.510692626875199,0.805047536811337
"134",2015082606582,0.531081850848804,0.862126661081409
"135",2015082623051,0.522397805929215,0.86321119583235
"136",2015082623161,0.523286237571952,0.838816480835211
"137",2015082631211,0.523950587429217,0.859745483423575
